AT,V,AP,AT_V,AP_RH,PE_Label
0.3725212464589236,0.291814946619217,0.7715911902994321,0.1087072676499349,0.4924323937018227,3
0.6620396600566573,0.6690391459074733,0.671863400148478,0.4429304487211799,0.3018882194769033,2
0.0934844192634561,0.2498220640569394,0.476862162830983,0.0233544705775609,0.4255962841995557,4
0.5396600566572238,0.5686832740213522,0.4293491709972805,0.3068956478783785,0.2939833197659664,2
0.2552407932011332,0.2160142348754448,0.4043553575847589,0.0551356446523444,0.3851674491953482,4
0.6929178470254957,0.6064056939501777,0.4785944073249197,0.4201893278759588,0.2130579124297665,2
0.3988668555240794,0.3309608540925267,0.5228903736698847,0.1320093151734497,0.3482197555485237,3
0.2172804532577904,0.344306049822064,0.6490967582281648,0.0748109745647374,0.3556110523965831,4
0.3634560906515581,0.3494661921708185,0.7149220489977743,0.1270156160212918,0.1503636320211136,4
0.2813031161473088,0.3238434163701068,0.5506062855728793,0.0910981621687014,0.3333160838669066,4
0.4583569405099151,0.3266903914590746,0.3897550111358576,0.1497408083231679,0.2585131092627646,3
0.5192634560906516,0.3838078291814946,0.538728037614451,0.1992973798554333,0.2791853342382663,3
0.638243626062323,0.8565836298932384,0.455827765404603,0.5467090419686873,0.3580019943036956,2
0.6770538243626063,0.5912811387900355,0.4919574362781489,0.4003291562912705,0.2391862763245102,3
0.6906515580736545,0.7825622775800712,0.4105419450631054,0.540477856300344,0.3413661776442953,2
0.5555240793201134,0.3279359430604982,0.565949022519181,0.1821763128446564,0.132914569363754,3
0.4645892351274789,0.3494661921708185,0.7416481069042327,0.1623582309235531,0.2314419293395515,3
0.2614730878186969,0.291459074733096,0.7352140559267539,0.0762087042432429,0.5119888767479206,4
0.3580736543909348,0.4873665480427046,0.769116555308095,0.1745131208855463,0.3920844852327996,3
0.3444759206798867,0.2332740213523131,0.5508537490720116,0.0803572832760376,0.2194554078072411,3
0.4518413597733712,0.30355871886121,0.4008908685968855,0.1371603843013116,0.2187165998913303,3
0.1019830028328612,0.2617437722419928,0.6500866122246975,0.0266934158660389,0.3416876148167613,5
0.1685552407932011,0.301067615658363,0.3867854491462523,0.0507465244523303,0.2994217116380171,4
0.7201133144475922,0.68576512455516,0.5298193516456315,0.4938285967759822,0.153619203432909,2
0.7237960339943343,0.4135231316725979,0.2546399406087616,0.2993064026695433,0.1002516763495888,2
0.7269121813031162,0.8071174377224198,0.4226676565206659,0.5867034972225862,0.2779634749182825,2
0.3623229461756374,0.248220640569395,0.4508784954219287,0.0899360337927071,0.2838237821047422,3
0.1728045325779037,0.2597864768683274,0.7592180153427392,0.0448922807052917,0.6399414048894296,4
0.113314447592068,0.1855871886120996,0.4763672358327149,0.021029709757745,0.4260485519404657,4
0.8135977337110483,0.708540925266904,0.4899777282850799,0.5764672910386823,0.1069937961630556,2
0.624929178470255,0.686476868327402,0.6466221232368241,0.4289994253626767,0.1622622807907955,2
0.6878186968838528,0.5880782918149464,0.5134867607027971,0.4044912443418385,0.2685824852898545,2
0.7779036827195468,0.738256227758007,0.4508784954219287,0.5742922383635942,0.2277963872982908,2
0.7243626062322946,0.8683274021352311,0.4253897550111389,0.6289839000735937,0.3025057172029614,2
0.651558073654391,0.686476868327402,0.6401880722593418,0.447279545935701,0.1626215009291492,2
0.309915014164306,0.3322064056939502,0.3563474387527847,0.1029557529261137,0.3052359428458839,3
0.6473087818696884,0.6827402135231316,0.4580549368968079,0.4419437359491093,0.3006215778883071,2
0.4127478753541077,0.3930604982206406,0.4253897550111389,0.1622348855261964,0.3609540414504704,3
0.3427762039660057,0.248932384341637,0.539470428111855,0.0853280977488331,0.361213778608407,3
0.6053824362606233,0.4615658362989323,0.4738926008413777,0.2794238504733196,0.3371879256388785,2
0.5852691218130311,0.3930604982206406,0.3645137342242037,0.2300461726129868,0.2496381592696323,2
0.3280453257790369,0.346797153024911,0.602573620390995,0.1137651850432994,0.4432874033117668,3
0.211614730878187,0.2879003558718861,0.6295471417965892,0.0609239563275634,0.4584892253861755,4
0.2835694050991502,0.3113879003558718,0.5253650086612254,0.088300081658988,0.4417009831532448,4
0.2396600566572238,0.2718861209964412,0.6864637465973793,0.0651602431623199,0.543281764063127,4
0.5980169971671389,0.686476868327402,0.6530561742143028,0.4105248354218543,0.1499578051513539,2
0.4019830028328612,0.2225978647686832,0.6768126701311559,0.0894805581038984,0.4794845793087344,3
0.5498583569405099,0.3215302491103202,0.4471665429349194,0.1767960944824735,0.212853672112855,2
0.3300283286118981,0.344306049822064,0.5350160851274453,0.1136307501537407,0.1752787281570343,4
0.2147308781869689,0.2624555160142349,0.8970551843603118,0.0563573034387507,0.6220464435249189,4
0.8288951841359774,0.8565836298932384,0.4377629299678318,0.7100180456282198,0.1062132578072085,2
0.3118980169971672,0.2359430604982205,0.6389507547636732,0.0735901726936376,0.4988269699388249,3
0.8713881019830029,0.9530249110320284,0.4630042068794857,0.8304545683667194,0.2539075348986563,2
0.178470254957507,0.299288256227758,0.5426874536005961,0.0534140513947556,0.4912558142312099,4
0.3430594900849859,0.249644128113879,0.4961643157634263,0.0856427872934582,0.36553875059461,4
0.6014164305949009,0.6062277580071175,0.4291017074981447,0.3645953343481899,0.2498108197941612,2
0.7223796033994334,0.6953736654804269,0.5384805741153187,0.5023237526841611,0.228890335190305,2
0.1161473087818697,0.2485765124555159,0.4278643900024761,0.028871492948091,0.4013092676739042,5
0.6643059490084987,0.6355871886120995,0.5144766146993334,0.4222243505086044,0.31834102593192,2
0.7410764872521247,0.595729537366548,0.2316258351893125,0.4414811529039347,0.100350495888989,2
0.6875354107648726,0.4793594306049821,0.3499133877753024,0.3295765830250118,0.177208147321058,2
0.7705382436260624,0.7179715302491102,0.5127443702053966,0.5532245218916657,0.1547168334225667,2
0.2937677053824363,0.2622775800711744,0.5884682009403619,0.0770486828707671,0.523074080487338,4
0.3385269121813031,0.3649466192170818,0.3959415986142041,0.1235442521145645,0.3275275609984254,3
0.6711048158640227,0.5948398576512456,0.5723830734966597,0.3991998931376206,0.298007487595312,2
0.7492917847025496,0.711387900355872,0.5362534026231138,0.5330371094734508,0.1282407600911038,2
0.5546742209631729,0.6690391459074733,0.6582529076961166,0.3710987670500942,0.4118933744136021,3
0.1543909348441926,0.2727758007117437,0.6815144766147014,0.0421141108747592,0.590706783618051,4
0.2473087818696884,0.154270462633452,0.6389507547636732,0.0381524401923523,0.4148897394202726,4
0.7337110481586403,0.8715302491103202,0.1299183370452858,0.6394513725766939,0.0806155472094675,2
0.603399433427762,0.7640569395017792,0.6171739668398928,0.4610315244019234,0.5051560645475048,2
0.1614730878186969,0.2784697508896796,0.7849542192526577,0.0449653705402598,0.7560182393204217,4
0.698300283286119,0.8774021352313167,0.5879732739420938,0.6126901595878742,0.4640732757333844,2
0.779886685552408,0.8715302491103202,0.1408067310071779,0.6796948373373121,0.1056805478430548,2
0.2410764872521247,0.301067615658363,0.3942093541202709,0.0725803232082909,0.2647438155687074,4
0.5929178470254958,0.6345195729537366,0.4125216530561744,0.3762179790912665,0.2977786999607908,2
0.3305949008498584,0.2578291814946619,0.490472655283348,0.0852370126924278,0.2192662607734538,4
0.671671388101983,0.7898576512455516,0.4323187329868858,0.5305247850150716,0.3737876444725756,2
0.560056657223796,0.7453736654804269,0.6062855728780008,0.4174514834716158,0.4343150270053668,2
0.7322946175637395,0.9163701067615658,0.2083642662707241,0.671052896877804,0.122644436085087,2
0.7124645892351276,0.7845195729537365,0.5196733481811435,0.5589424152914015,0.1804924457288663,2
0.2968838526912181,0.299288256227758,0.5850037119524885,0.0888538505741332,0.4514566179236562,3
0.3980169971671388,0.3142348754448398,0.4773570898292512,0.125070821529745,0.0945115846753088,3
0.341643059490085,0.3508896797153024,0.7802524127691193,0.1198790237214319,0.5870719561492047,3
0.6311614730878188,0.8597864768683275,0.5454095520910656,0.5426640992811994,0.5043941688842173,2
0.5280453257790368,0.7845195729537365,0.4860183122989383,0.4142618934803866,0.431618139273521,2
0.3756373937677054,0.2480427046263345,0.646127196238556,0.093174115108929,0.3296461271962391,3
0.8756373937677054,0.7898576512455516,0.4135115070527106,0.6916288951841361,0.131869152182091,2
0.4651558073654392,0.597864768683274,0.5607522890373673,0.2781002691722198,0.3311144548538342,3
0.9560906515580736,0.7754448398576511,0.33828260331601,0.7413955621868477,0.0598116291922006,1
0.4688385269121813,0.4638790035587188,0.4375154664686995,0.2174843486939602,0.3789259288008402,3
0.6951841359773372,0.6884341637010675,0.4187082405345208,0.4785885092698073,0.3125157484311276,2
0.6830028328611899,0.6332740213523133,0.5377381836179183,0.4325279505610276,0.1650697641400848,2
0.1756373937677053,0.290035587188612,0.5345211581291771,0.0509410946336938,0.366569737934165,4
0.5048158640226629,0.4868327402135231,0.796832467211086,0.2457608903854102,0.2734438493378525,3
0.5158640226628896,0.7466192170818503,0.47414006434051,0.3851539927212605,0.3227457435282989,2
0.2342776203966006,0.2733096085409252,0.7376886909180911,0.0640303247204943,0.412749677733527,4
0.7201133144475922,0.7316725978647688,0.3053699579312052,0.5268871795388789,0.1097858213366611,2
0.6107648725212466,0.6834519572953736,0.5080425637218511,0.4174284475719053,0.3465040970799971,2
0.4796033994334278,0.6023131672597865,0.6288047512991852,0.2888714425413083,0.5562309053382472,2
0.368271954674221,0.3261565836298932,0.6013363028953265,0.1201143225832468,0.3735378589298852,4
0.6031161473087819,0.4615658362989323,0.4711705023509047,0.278377808917968,0.3441565773874101,3
0.2524079320113315,0.2850533807829182,0.7104677060133646,0.071949734356255,0.3639004161765505,4
0.7832861189801701,0.8288256227758005,0.3481811432813693,0.6492076053753792,0.1712901871102715,1
0.1781869688385269,0.2718861209964412,0.6872061370947797,0.0484465637696208,0.5847700480264962,4
0.7218130311614731,0.6637010676156582,0.364761197723336,0.479068079400764,0.1587151270522719,2
0.43314447592068,0.4329181494661921,0.3127938629052238,0.1875161049670844,0.2358952108183364,3
0.2742209631728046,0.3352313167259787,0.6409304627567458,0.0919274545582854,0.5634345810668552,4
0.619830028328612,0.7158362989323844,0.4444444444444464,0.4436968334459086,0.3774798927613958,2
0.3314447592067989,0.2763345195729537,0.4488987874288561,0.091589628300384,0.3566518918352319,4
0.2218130311614731,0.248932384341637,0.549616431576343,0.0552164467250713,0.4877293266803473,4
0.6753541076487253,0.9530249110320284,0.4439495174461783,0.6436292883570414,0.3630150209680546,2
0.5603399433427763,0.6496441281138788,0.4526107399158618,0.3640215539402981,0.192025870218995,2
0.7413597733711049,0.5866548042704626,0.520415738678544,0.43492227274102,0.200143800840314,2
0.4813031161473088,0.2555160142348753,0.2066320217767909,0.1229806538767856,0.1059196851574327,3
0.46657223796034,0.344306049822064,0.5963870329126486,0.1606436442087647,0.0651548836224944,3
0.3325779036827196,0.3224199288256226,0.5738678544914642,0.1072297440343572,0.3207044350368518,3
0.6,0.3709964412811387,0.440979955456573,0.2225978647686832,0.2042340142228498,2
0.6269121813031162,0.6055160142348753,0.5303142786439032,0.3796053652979544,0.3482586663641397,2
0.3379603399433428,0.154270462633452,0.6384558277654087,0.0521372979948182,0.3575694971050774,4
0.5521246458923513,0.2800711743772242,0.2219747587230891,0.1546341979776798,0.0511494115609906,3
0.7288951841359774,0.7396797153024911,0.5981192774065818,0.5391489822870567,0.2376441740258859,3
0.651558073654391,0.6827402135231316,0.4070774560752319,0.4448448983295192,0.3167673770129653,2
0.0895184135977337,0.3112099644128113,0.5228903736698847,0.027859022310042,0.4431250592950417,4
0.379886685552408,0.4540925266903914,0.5270972531551621,0.1725037048985311,0.5268146272821568,3
0.6252124645892352,0.5131672597864769,0.4929472902746852,0.3208385672376075,0.2574427135268329,2
0.8838526912181304,0.7706405693950177,0.3046275674338048,0.6811327412216588,0.1055579439432152,2
0.6847025495750709,0.8508896797153026,0.4798317248205883,0.5826063331081832,0.3873386926098636,2
0.7470254957507083,0.8633451957295372,0.3217025488740432,0.6449408728438498,0.2149714753534994,2
0.5626062322946176,0.6313167259786477,0.6196486018312299,0.3551827245874205,0.465733205156529,2
0.4492917847025496,0.351067615658363,0.5288294976490988,0.1577317955904146,0.1868625409923625,3
0.5541076487252126,0.576512455516014,0.6411779262558781,0.3194499611867772,0.3829877800799187,3
0.7614730878186969,0.7453736654804269,0.6142044048502875,0.5675819866321212,0.232755476208011,2
0.4192634560906516,0.3275800711743772,0.4790893343231879,0.137342352786991,0.3318303740546799,3
